iter	MultiClass
387	0.5758000162
388	0.5757807833
389	0.5755283685
390	0.5753500119
391	0.5752559405
392	0.5752024346
393	0.5749630321
394	0.5749038671
395	0.5748412592
396	0.5747986697
397	0.5746771171
398	0.5745416234
399	0.5744705446
400	0.5742792596
401	0.5742726973
402	0.5741497524
403	0.5739813743
404	0.5738832907
405	0.5737816644
406	0.5737133165
407	0.5736310086
408	0.5736119639
409	0.5733687742
410	0.5733470854
411	0.5732741389
412	0.5732592894
413	0.5730949797
414	0.5728533965
415	0.5725194361
416	0.5724377738
417	0.5722387374
418	0.5721793713
419	0.5719756225
420	0.5718772206
421	0.5718662964
422	0.5717514129
423	0.5715818321
424	0.5712612723
425	0.5710530537
426	0.5708425617
427	0.5707585556
428	0.5706557253
429	0.5705586689
430	0.5703902241
431	0.5700644323
432	0.5699041957
433	0.5698912281
434	0.5698233166
435	0.5697006819
436	0.5696222249
437	0.5695761814
438	0.5695666831
439	0.5692094856
440	0.5691298745
441	0.5690452447
442	0.5688174986
443	0.5687955017
444	0.5686008581
445	0.5685823968
446	0.5684706782
447	0.5683540205
448	0.5683200547
449	0.5682075695
450	0.5679826716
451	0.5678619059
452	0.5677972792
453	0.5676936885
454	0.5676238337
455	0.567376532
456	0.5671857578
457	0.5671452388
458	0.56713243
459	0.5670470603
460	0.5667872123
461	0.5666892303
462	0.5664934661
463	0.5662274022
464	0.5661903232
465	0.5661820651
466	0.5658262116
467	0.5653607421
468	0.5653047678
469	0.5648526524
470	0.5645698368
471	0.5645202497
472	0.5643161417
473	0.5641192912
474	0.5639444409
475	0.5634832497
476	0.5632709141
477	0.5631657908
478	0.5630866234
479	0.5630323608
480	0.562995957
481	0.5629618234
482	0.5629506909
483	0.5627746993
484	0.562743346
485	0.5625320551
486	0.562408206
487	0.5622371565
488	0.5621842775
489	0.5620205255
490	0.5620068009
491	0.5619489513
492	0.5618706191
493	0.5616964651
494	0.5615455118
495	0.5612596167
496	0.5612162089
497	0.5609045604
498	0.560783493
499	0.5607658733
500	0.560601765
501	0.5604831638
502	0.5604268488
503	0.5604040974
504	0.5602753437
505	0.5602670954
506	0.5602042409
507	0.5601218749
508	0.5601174794
509	0.559946563
510	0.5597153713
511	0.5597025699
512	0.5595963875
513	0.5592776336
514	0.5590316415
515	0.5589418027
516	0.5588076376
517	0.5586274261
518	0.5586181799
519	0.5583765211
520	0.5583016098
521	0.5582235924
522	0.5580820346
523	0.5579509542
524	0.5578483461
525	0.5577939674
526	0.5575887705
527	0.5575023877
528	0.5574830761
529	0.5574507695
530	0.5574383902
531	0.5573815257
532	0.5573650094
533	0.5572672638
534	0.557014623
535	0.5569553811
536	0.5567752857
537	0.5566100091
538	0.5562355054
539	0.5561836853
540	0.55612104
541	0.5559813952
542	0.5559683968
543	0.5559539315
544	0.5559431137
545	0.5559038204
546	0.5557973234
547	0.5557734264
548	0.5555049185
549	0.5554188251
550	0.5554126764
551	0.5553928646
552	0.5553108131
553	0.5552818022
554	0.5546754093
555	0.5546582273
556	0.5545786677
557	0.5545693085
558	0.5545586117
559	0.5542750116
560	0.5542132647
561	0.5540669154
562	0.5539091017
563	0.553857436
564	0.5535059453
565	0.5532797636
566	0.5530950807
567	0.5527854824
568	0.5526071005
569	0.5525539392
570	0.5524813155
571	0.5524667578
572	0.5524559074
573	0.5521936838
574	0.5518130291
575	0.5517320218
576	0.551507783
577	0.5514187925
578	0.5512748957
579	0.5511980309
580	0.5511738816
581	0.5510367442
582	0.5508378114
583	0.550777805
584	0.550560726
585	0.5504158911
586	0.5503233357
587	0.5500372286
588	0.5500202065
589	0.5498376521
590	0.5497094046
591	0.5492620436
592	0.5491745096
593	0.5491297714
594	0.5488202648
595	0.54867674
596	0.5486091884
597	0.5483451263
598	0.5482951131
599	0.5481482105
600	0.5480574343
601	0.548045922
602	0.5479397666
603	0.5478918881
604	0.5477766764
605	0.547760219
606	0.5476077598
607	0.5474901306
608	0.5473198988
609	0.5472671293
610	0.5471453561
611	0.5471161553
612	0.546944727
613	0.5466703947
614	0.5466479874
615	0.5465962539
616	0.5463570711
617	0.546026409
618	0.5459738086
619	0.5458406167
620	0.545806085
621	0.5458004799
622	0.5457879041
623	0.5456607158
624	0.5455335872
625	0.5455168181
626	0.5454128929
627	0.5452993964
628	0.5451898727
629	0.5451420342
630	0.5451373302
631	0.5449130096
632	0.5448118937
633	0.5447617888
634	0.5446683882
635	0.5442580868
636	0.544094354
637	0.5438302564
638	0.5437730957
639	0.5436496543
640	0.5434964747
641	0.5434108896
642	0.5433801526
643	0.5433435572
644	0.5431316294
645	0.5430709208
646	0.5430178199
647	0.5429793698
648	0.5429322906
649	0.5428811695
650	0.5428619213
651	0.5426490434
652	0.5424637185
653	0.542316713
654	0.5420884238
655	0.5420708607
656	0.5419809124
657	0.5418878584
658	0.5417975742
659	0.5415077483
660	0.5414358116
661	0.5413225258
662	0.5411343728
663	0.5410514622
664	0.5410395393
665	0.5408421028
666	0.5407868425
667	0.540643536
668	0.5404736978
669	0.5402714268
670	0.5402522245
671	0.5402168464
672	0.5401897901
673	0.5398974122
674	0.5395734449
675	0.5392951882
676	0.5391562322
677	0.539012353
678	0.5390058583
679	0.5389308103
680	0.5389098169
681	0.5387062228
682	0.5386188313
683	0.5384958204
684	0.5384377491
685	0.5381660099
686	0.5381056041
687	0.5380868459
688	0.5380368983
689	0.5378826739
690	0.5378488562
691	0.5376972536
692	0.537573545
693	0.5375573216
694	0.5374431295
695	0.5374363774
696	0.5373945196
697	0.537263218
698	0.5371193599
699	0.5370713752
700	0.5370610213
701	0.5369764015
702	0.5368537963
703	0.536790971
704	0.5367470705
705	0.5366747357
706	0.5365497835
707	0.5364893062
708	0.536442554
709	0.5364353603
710	0.5363711966
711	0.5362762388
712	0.5360838586
713	0.535988783
714	0.5359509544
715	0.5359396526
716	0.5357644669
717	0.5356562747
718	0.5356385057
719	0.5354951261
720	0.535438083
721	0.5353185383
722	0.5349920101
723	0.534866757
724	0.5348574665
725	0.5348332175
726	0.5347103635
727	0.5345665371
728	0.5343236608
729	0.5341045449
730	0.53392934
731	0.5338089361
732	0.533562724
733	0.5333722107
734	0.5332479796
735	0.5332250475
736	0.5331456473
737	0.5330741247
738	0.5327653843
739	0.5327292591
740	0.5326835623
741	0.5325411716
742	0.5324180814
743	0.5323010523
744	0.5321868618
745	0.5321579549
746	0.5320093136
747	0.5318415237
748	0.5316071282
749	0.531476866
750	0.5313719937
751	0.5311715564
752	0.5309843291
753	0.5309207658
754	0.5308945529
755	0.5308441072
756	0.5307161009
757	0.530585931
758	0.5303312546
759	0.5302606915
760	0.5300096442
761	0.5298924644
762	0.5298685936
763	0.5297135843
764	0.5296938092
765	0.5296551421
766	0.5293216884
767	0.5292496596
768	0.5291244823
769	0.529103299
770	0.5289510632
771	0.5289178836
772	0.5288338298
773	0.5287379299
774	0.5284682387
775	0.5282139205
776	0.5279107419
777	0.5278302678
778	0.5276337597
779	0.5276224434
780	0.5274371298
781	0.5273126921
782	0.5272876495
783	0.5272237424
784	0.5269223079
785	0.5268662988
786	0.5268161831
787	0.5267885465
788	0.526769146
789	0.5264067784
790	0.5263315002
791	0.5262033966
792	0.5259877412
793	0.5259431407
794	0.5257901422
795	0.525609758
796	0.5255759269
797	0.5255207916
798	0.5252521205
799	0.52496764
800	0.5247766609
801	0.5246971304
802	0.5246265694
803	0.524514968
804	0.5244144964
805	0.5242520043
806	0.524220934
807	0.5241863878
808	0.5241036018
809	0.5240838727
810	0.5240736122
811	0.5239931851
812	0.5239174403
813	0.5238552259
814	0.5237455214
815	0.523483465
816	0.5234502223
817	0.5233497419
818	0.5232992558
819	0.5232898717
820	0.5232723265
821	0.5232328997
822	0.523205585
823	0.5231941247
824	0.5231249625
825	0.5227460033
826	0.5227178201
827	0.5226422053
828	0.5225329805
829	0.5224136084
830	0.5221673794
831	0.522140659
832	0.5218331061
833	0.5215792832
834	0.5214530579
835	0.5214085038
836	0.5213970913
837	0.521227802
838	0.5211032111
839	0.5210484855
840	0.5208116686
841	0.5204754317
842	0.5204559705
843	0.5203339483
844	0.5201918202
845	0.5199027006
846	0.5197688914
847	0.5196993214
848	0.5196253882
849	0.5195218548
850	0.519346672
851	0.5192342375
852	0.5191118299
853	0.5190753221
854	0.518856393
855	0.5187636348
856	0.5186739648
857	0.5184622213
858	0.5183285664
859	0.5181866903
860	0.5181134479
861	0.5180928946
862	0.5180805391
863	0.5179534366
864	0.517809612
865	0.5176963444
866	0.5173983294
867	0.5173906602
868	0.5173387431
869	0.5172116959
870	0.5171832588
871	0.5170504887
872	0.5167987734
873	0.5166197804
874	0.5164741525
875	0.5164442293
876	0.5162786939
877	0.5161947592
878	0.5161834194
879	0.5160941986
880	0.5160004844
881	0.5157531863
882	0.5156087143
883	0.51560555
884	0.5154917461
885	0.5153242521
886	0.5151799199
887	0.5150163179
888	0.5148202489
889	0.5147355228
890	0.5145382907
891	0.5144084795
892	0.5142832926
893	0.5142105453
894	0.5140828898
895	0.5140107054
896	0.5139970375
897	0.513850244
898	0.5135840562
899	0.5134764855
900	0.5133501979
901	0.5131883455
902	0.5131228288
903	0.5130321728
904	0.5129369631
905	0.5129250868
906	0.5126891496
907	0.5126092808
908	0.5125199008
909	0.5122847009
910	0.512278356
911	0.5122286199
912	0.5120906628
913	0.5119760527
914	0.5118854546
915	0.5118172084
916	0.5116349883
917	0.5113956391
918	0.5112952352
919	0.5110873836
920	0.5110565788
921	0.5108845779
922	0.5108041004
923	0.5106523521
924	0.510472235
925	0.5103997939
926	0.5100183517
927	0.5100135293
928	0.5100017903
929	0.5099962997
930	0.5099437474
931	0.5098691962
932	0.5098048
933	0.5096944156
934	0.5096007719
935	0.5095481968
936	0.5095187637
937	0.5095121841
938	0.5094356919
939	0.5094321985
940	0.509306626
941	0.5091938867
942	0.5089141627
943	0.5085410944
944	0.5084624664
945	0.5083485709
946	0.5083346061
947	0.5081971554
948	0.5081236587
949	0.5080003717
950	0.5079002929
951	0.5077913786
952	0.5077279429
953	0.5076594357
954	0.5076302833
955	0.5076103201
956	0.5073850819
957	0.5071438884
958	0.5070845563
959	0.5070602831
960	0.5067688313
961	0.5067324784
962	0.5065503102
963	0.5063142903
964	0.5062719886
965	0.5062283694
966	0.5061759492
967	0.5059866769
968	0.5059803885
969	0.5058130819
970	0.505752251
971	0.5056412884
972	0.5055475937
973	0.5054086455
974	0.5053109931
975	0.5052670093
976	0.5050960237
977	0.5050334629
978	0.5048848836
979	0.5048443304
980	0.5047268005
981	0.5046123842
982	0.5045183035
983	0.5043920644
984	0.5043459413
985	0.5041889118
986	0.5040612556
987	0.503805857
988	0.5036885983
989	0.5035428759
990	0.5035091278
991	0.5034314182
992	0.5031276043
993	0.5030768501
994	0.5028054439
995	0.5027635235
996	0.502718614
997	0.5023483128
998	0.5022231485
999	0.5021993924
